-90,-180,207,0,0,0
-90,-179,207,0,0,0
-90,-178,207,0,0,0
-90,-177,208,0,0,0
-90,-176,207,0,0,0
-90,-175,207,0,0,0
-90,-174,207,0,0,0
-90,-173,207,0,0,0
-90,-172,207,0,0,0
-90,-171,207,0,0,0
-90,-170,207,0,0,0
-90,-169,208,0,0,0
-90,-168,208,0,0,0
-90,-167,208,0,0,0
-90,-166,316,2,0,0
-90,-165,208,0,0,0
-90,-164,208,0,0,0
-90,-163,208,0,0,0
-90,-162,208,0,0,0
-90,-161,207,0,0,0
-90,-160,207,0,0,0
-90,-159,208,0,0,0
-90,-158,207,0,0,0
-90,-157,207,0,0,0
-90,-156,207,0,0,0
-90,-155,207,0,0,0
-90,-154,207,0,0,0
-90,-153,208,0,0,0
-90,-152,207,0,0,0
-90,-151,207,0,0,0
-90,-150,208,0,0,0
-90,-149,208,0,0,0
-90,-148,207,0,0,0
-90,-147,207,0,0,0
-90,-146,208,0,0,0
-90,-145,207,0,0,0
-90,-144,207,0,0,0
-90,-143,208,0,0,0
-90,-142,207,0,0,0
-90,-141,207,0,0,0
-90,-140,472,1,0,0
-90,-139,207,0,0,0
-90,-138,207,0,0,0
-90,-137,304,1,0,0
-90,-136,207,0,0,0
-90,-135,207,0,0,0
-90,-134,208,0,0,0
-90,-133,207,0,0,0
-90,-132,207,0,0,0
-90,-131,324,2,0,0
-90,-130,207,0,0,0
-90,-129,207,0,0,0
-90,-128,208,0,0,0
-90,-127,208,0,0,0
-90,-126,207,0,0,0
-90,-125,207,0,0,0
-90,-124,208,0,0,0
-90,-123,207,0,0,0
-90,-122,207,0,0,0
-90,-121,207,0,0,0
-90,-120,207,0,0,0
-90,-119,208,0,0,0
-90,-118,208,0,0,0
-90,-117,208,0,0,0
-90,-116,208,0,0,0
-90,-115,208,0,0,0
-90,-114,208,0,0,0
-90,-113,313,1,0,0
-90,-112,207,0,0,0
-90,-111,207,0,0,0
-90,-110,207,0,0,0
-90,-109,207,0,0,0
-90,-108,208,0,0,0
-90,-107,207,0,0,0
-90,-106,207,0,0,0
-90,-105,207,0,0,0
-90,-104,207,0,0,0
-90,-103,208,0,0,0
-90,-102,207,0,0,0
-90,-101,207,0,0,0
-90,-100,207,0,0,0
-90,-99,207,0,0,0
-90,-98,207,0,0,0
-90,-97,208,0,0,0
-90,-96,207,0,0,0
-90,-95,207,0,0,0
-90,-94,207,0,0,0
-90,-93,207,0,0,0
-90,-92,207,0,0,0
-90,-91,203,0,0,0
-90,-90,198,0,0,0
-90,-89,203,0,0,0
-90,-88,207,0,0,0
-90,-87,312,1,0,0
-90,-86,312,1,0,0
-90,-85,208,0,0,0
-90,-84,208,0,0,0
-90,-83,208,0,0,0
-90,-82,208,0,0,0
-90,-81,207,0,0,0
-90,-80,207,0,0,0
-90,-79,208,0,0,0
-90,-78,563,43,1,0
-90,-77,207,0,0,0
-90,-76,208,0,0,0
-90,-75,207,0,0,0
-90,-74,207,0,0,0
-90,-73,208,0,0,0
-90,-72,208,0,0,0
-90,-71,207,0,0,0
-90,-70,207,0,0,0
-90,-69,207,0,0,0
-90,-68,208,0,0,0
-90,-67,562,30,1,0
-90,-66,208,0,0,0
-90,-65,208,0,0,0
-90,-64,370,1,0,0
-90,-63,208,0,0,0
-90,-62,207,0,0,0
-90,-61,207,0,0,0
-90,-60,207,0,0,0
-90,-59,207,0,0,0
-90,-58,207,0,0,0
-90,-57,208,0,0,0
-90,-56,207,0,0,0
-90,-55,207,0,0,0
-90,-54,207,0,0,0
-90,-53,207,0,0,0
-90,-52,207,0,0,0
-90,-51,208,0,0,0
-90,-50,315,2,0,0
-90,-49,207,0,0,0
-90,-48,304,1,0,0
-90,-47,207,0,0,0
-90,-46,207,0,0,0
-90,-45,207,0,0,0
-90,-44,208,0,0,0
-90,-43,207,0,0,0
-90,-42,207,0,0,0
-90,-41,312,1,0,0
-90,-40,207,0,0,0
-90,-39,207,0,0,0
-90,-38,362,1,0,0
-90,-37,207,0,0,0
-90,-36,312,1,0,0
-90,-35,207,0,0,0
-90,-34,208,0,0,0
-90,-33,208,0,0,0
-90,-32,208,0,0,0
-90,-31,208,0,0,0
-90,-30,207,0,0,0
-90,-29,207,0,0,0
-90,-28,208,0,0,0
-90,-27,207,0,0,0
-90,-26,312,1,0,0
-90,-25,208,0,0,0
-90,-24,305,1,0,0
-90,-23,208,0,0,0
-90,-22,208,0,0,0
-90,-21,499,2,2,0
-90,-20,499,2,2,0
-90,-19,207,0,0,0
-90,-18,206,0,0,0
-90,-17,550,1,0,0
-90,-16,205,0,0,0
-90,-15,310,1,0,0
-90,-14,440,4,1,0
-90,-13,205,0,0,0
-90,-12,205,0,0,0
-90,-11,205,0,0,0
-90,-10,205,0,0,0
-90,-9,205,0,0,0
-90,-8,205,0,0,0
-90,-7,205,0,0,0
-90,-6,205,0,0,0
-90,-5,309,1,0,0
-90,-4,205,0,0,0
-90,-3,205,0,0,0
-90,-2,205,0,0,0
-90,-1,781,2,0,0
-90,0,781,2,0,0
-90,1,305,1,0,0
-90,2,205,0,0,0
-90,3,205,0,0,0
-90,4,309,1,0,0
-90,5,205,0,0,0
-90,6,205,0,0,0
-90,7,205,0,0,0
-90,8,300,1,0,0
-90,9,300,1,0,0
-90,10,205,0,0,0
-90,11,205,0,0,0
-90,12,205,0,0,0
-90,13,205,0,0,0
-90,14,205,0,0,0
-90,15,205,0,0,0
-90,16,205,0,0,0
-90,17,206,0,0,0
-90,18,320,8,0,0
-90,19,320,8,0,0
-90,20,207,0,0,0
-90,21,207,0,0,0
-90,22,207,0,0,0
-90,23,207,0,0,0
-90,24,207,0,0,0
-90,25,207,0,0,0
-90,26,207,0,0,0
-90,27,207,0,0,0
-90,28,207,0,0,0
-90,29,207,0,0,0
-90,30,207,0,0,0
-90,31,207,0,0,0
-90,32,312,1,0,0
-90,33,312,1,0,0
-90,34,207,0,0,0
-90,35,207,0,0,0
-90,36,207,0,0,0
-90,37,207,0,0,0
-90,38,533,7,1,0
-90,39,207,0,0,0
-90,40,207,0,0,0
-90,41,207,0,0,0
-90,42,207,0,0,0
-90,43,207,0,0,0
-90,44,447,1,2,0
-90,45,492,2,2,0
-90,46,207,0,0,0
-90,47,207,0,0,0
-90,48,312,1,0,0
-90,49,207,0,0,0
-90,50,207,0,0,0
-90,51,207,0,0,0
-90,52,207,0,0,0
-90,53,207,0,0,0
-90,54,207,0,0,0
-90,55,207,0,0,0
-90,56,207,0,0,0
-90,57,207,0,0,0
-90,58,207,0,0,0
-90,59,207,0,0,0
-90,60,312,1,0,0
-90,61,207,0,0,0
-90,62,207,0,0,0
-90,63,207,0,0,0
-90,64,207,0,0,0
-90,65,207,0,0,0
-90,66,207,0,0,0
-90,67,207,0,0,0
-90,68,207,0,0,0
-90,69,207,0,0,0
-90,70,207,0,0,0
-90,71,207,0,0,0
-90,72,312,1,0,0
-90,73,207,0,0,0
-90,74,207,0,0,0
-90,75,207,0,0,0
-90,76,207,0,0,0
-90,77,207,0,0,0
-90,78,207,0,0,0
-90,79,782,80,3,0
-90,80,207,0,0,0
-90,81,312,1,0,0
-90,82,207,0,0,0
-90,83,207,0,0,0
-90,84,207,0,0,0
-90,85,207,0,0,0
-90,86,207,0,0,0
-90,87,207,0,0,0
-90,88,204,0,0,0
-90,89,202,0,0,0
-90,90,323,2,0,0
-90,91,207,0,0,0
-90,92,207,0,0,0
-90,93,207,0,0,0
-90,94,207,0,0,0
-90,95,207,0,0,0
-90,96,303,1,0,0
-90,97,207,0,0,0
-90,98,207,0,0,0
-90,99,207,0,0,0
-90,100,207,0,0,0
-90,101,207,0,0,0
-90,102,207,0,0,0
-90,103,207,0,0,0
-90,104,207,0,0,0
-90,105,308,1,0,0
-90,106,207,0,0,0
-90,107,207,0,0,0
-90,108,207,0,0,0
-90,109,207,0,0,0
-90,110,207,0,0,0
-90,111,207,0,0,0
-90,112,207,0,0,0
-90,113,207,0,0,0
-90,114,207,0,0,0
-90,115,207,0,0,0
-90,116,207,0,0,0
-90,117,207,0,0,0
-90,118,207,0,0,0
-90,119,312,1,0,0
-90,120,207,0,0,0
-90,121,207,0,0,0
-90,122,207,0,0,0
-90,123,207,0,0,0
-90,124,207,0,0,0
-90,125,315,2,0,0
-90,126,207,0,0,0
-90,127,207,0,0,0
-90,128,207,0,0,0
-90,129,207,0,0,0
-90,130,207,0,0,0
-90,131,207,0,0,0
-90,132,308,1,0,0
-90,133,207,0,0,0
-90,134,207,0,0,0
-90,135,207,0,0,0
-90,136,207,0,0,0
-90,137,308,1,0,0
-90,138,207,0,0,0
-90,139,207,0,0,0
-90,140,207,0,0,0
-90,141,207,0,0,0
-90,142,207,0,0,0
-90,143,308,1,0,0
-90,144,207,0,0,0
-90,145,312,1,0,0
-90,146,207,0,0,0
-90,147,312,1,0,0
-90,148,207,0,0,0
-90,149,207,0,0,0
-90,150,207,0,0,0
-90,151,207,0,0,0
-90,152,303,1,0,0
-90,153,207,0,0,0
-90,154,207,0,0,0
-90,155,207,0,0,0
-90,156,312,1,0,0
-90,157,207,0,0,0
-90,158,312,1,0,0
-90,159,207,0,0,0
-90,160,207,0,0,0
-90,161,207,0,0,0
-90,162,207,0,0,0
-90,163,312,1,0,0
-90,164,207,0,0,0
-90,165,207,0,0,0
-90,166,303,1,0,0
-90,167,207,0,0,0
-90,168,207,0,0,0
-90,169,207,0,0,0
-90,170,207,0,0,0
-90,171,207,0,0,0
-90,172,207,0,0,0
-90,173,207,0,0,0
-90,174,312,1,0,0
-90,175,207,0,0,0
-90,176,207,0,0,0
-90,177,207,0,0,0
-90,178,207,0,0,0
-90,179,207,0,0,0
-89,-180,207,0,0,0
-89,-179,207,0,0,0
-89,-178,207,0,0,0
-89,-177,208,0,0,0
-89,-176,207,0,0,0
-89,-175,207,0,0,0
-89,-174,207,0,0,0
-89,-173,207,0,0,0
-89,-172,207,0,0,0
-89,-171,207,0,0,0
-89,-170,207,0,0,0
-89,-169,208,0,0,0
-89,-168,208,0,0,0
-89,-167,208,0,0,0
-89,-166,208,0,0,0
-89,-165,208,0,0,0
-89,-164,208,0,0,0
-89,-163,208,0,0,0
-89,-162,208,0,0,0
-89,-161,207,0,0,0
-89,-160,207,0,0,0
-89,-159,208,0,0,0
-89,-158,207,0,0,0
-89,-157,207,0,0,0
-89,-156,207,0,0,0
-89,-155,207,0,0,0
-89,-154,207,0,0,0
-89,-153,208,0,0,0
-89,-152,207,0,0,0
-89,-151,207,0,0,0
-89,-150,208,0,0,0
-89,-149,208,0,0,0
-89,-148,207,0,0,0
-89,-147,207,0,0,0
-89,-146,208,0,0,0
-89,-145,207,0,0,0
-89,-144,207,0,0,0
-89,-143,208,0,0,0
-89,-142,207,0,0,0
-89,-141,207,0,0,0
-89,-140,207,0,0,0
-89,-139,207,0,0,0
-89,-138,207,0,0,0
-89,-137,208,0,0,0
-89,-136,207,0,0,0
-89,-135,207,0,0,0
-89,-134,208,0,0,0
-89,-133,207,0,0,0
-89,-132,207,0,0,0
-89,-131,207,0,0,0
-89,-130,207,0,0,0
-89,-129,207,0,0,0
-89,-128,208,0,0,0
-89,-127,208,0,0,0
-89,-126,207,0,0,0
-89,-125,207,0,0,0
-89,-124,208,0,0,0
-89,-123,207,0,0,0
-89,-122,207,0,0,0
-89,-121,207,0,0,0
-89,-120,207,0,0,0
-89,-119,208,0,0,0
-89,-118,208,0,0,0
-89,-117,208,0,0,0
